TOP.5910144c.0009979c	START
TOP.591022c6.0003e988	user_options->powertune_enable	0
TOP.591022c6.0003e988	user_options->quiet	1
TOP.591022c6.0003e988	user_options->remove	0
TOP.591022c6.0003e988	user_options->remove_timer	60
TOP.591022c6.0003e988	user_options->restore	0
TOP.591022c6.0003e988	user_options->restore_disable	1
TOP.591022c6.0003e988	user_options->restore_timer	60
TOP.591022c6.0003e988	user_options->rp_files_cnt	0
TOP.591022c6.0003e988	user_options->rp_gen	0
TOP.591022c6.0003e988	user_options->rp_gen_func_max	4
TOP.591022c6.0003e988	user_options->rp_gen_func_min	1
TOP.591022c6.0003e988	user_options->rp_gen_seed	0
TOP.591022c6.0003e988	user_options->runtime	0
TOP.591022c6.0003e988	user_options->scrypt_tmto	0
TOP.591022c6.0003e988	user_options->segment_size	33554432
TOP.591022c6.0003e988	user_options->show	1
TOP.591022c6.0003e988	user_options->status	0
TOP.591022c6.0003e988	user_options->status_timer	10
TOP.591022c6.0003e988	user_options->stdout_flag	0
TOP.591022c6.0003e988	user_options->speed_only	0
TOP.591022c6.0003e988	user_options->progress_only	0
TOP.591022c6.0003e988	user_options->usage	0
TOP.591022c6.0003e988	user_options->username	0
TOP.591022c6.0003e988	user_options->veracrypt_pim	0
TOP.591022c6.0003e988	user_options->version	0
TOP.591022c6.0003e988	user_options->weak_hash_threshold	0
TOP.591022c6.0003e988	user_options->workload_profile	2
TOP.591022c6.0003e988	proc_start	1494229702
TOP.591022c6.0003e988	proc_stop	1494229702
TOP.591022c6.0003e988	STOP
TOP.591022d2.0002fc0a	START
TOP.591022d2.0002fc0a	user_options->separator	:
TOP.591022d2.0002fc0a	user_options->rule_buf_l	:
TOP.591022d2.0002fc0a	user_options->rule_buf_r	:
TOP.591022d2.0002fc0a	user_options->session	show
TOP.591022d2.0002fc0a	user_options->limit	0
TOP.591022d2.0002fc0a	user_options->skip	0
TOP.591022d2.0002fc0a	user_options->attack_mode	100
TOP.591022d2.0002fc0a	user_options->benchmark	0
TOP.591022d2.0002fc0a	user_options->bitmap_max	24
TOP.591022d2.0002fc0a	user_options->bitmap_min	16
TOP.591022d2.0002fc0a	user_options->debug_mode	0
TOP.591022d2.0002fc0a	user_options->force	0
TOP.591022d2.0002fc0a	user_options->gpu_temp_abort	90
TOP.591022d2.0002fc0a	user_options->gpu_temp_disable	0
TOP.591022d2.0002fc0a	user_options->gpu_temp_retain	75
TOP.591022d2.0002fc0a	user_options->hash_mode	0
TOP.591022d2.0002fc0a	user_options->hex_charset	0
TOP.591022d2.0002fc0a	user_options->hex_salt	0
TOP.591022d2.0002fc0a	user_options->hex_wordlist	0
TOP.591022d2.0002fc0a	user_options->increment	0
TOP.591022d2.0002fc0a	user_options->increment_max	54
TOP.591022d2.0002fc0a	user_options->increment_min	1
TOP.591022d2.0002fc0a	user_options->keep_guessing	0
TOP.591022d2.0002fc0a	user_options->kernel_accel	0
TOP.591022d2.0002fc0a	user_options->kernel_loops	0
TOP.591022d2.0002fc0a	user_options->keyspace	0
TOP.591022d2.0002fc0a	user_options->left	0
TOP.591022d2.0002fc0a	user_options->logfile_disable	0
TOP.591022d2.0002fc0a	user_options->loopback	0
TOP.591022d2.0002fc0a	user_options->machine_readable	0
TOP.591022d2.0002fc0a	user_options->markov_classic	0
TOP.591022d2.0002fc0a	user_options->markov_disable	0
TOP.591022d2.0002fc0a	user_options->markov_threshold	256
TOP.591022d2.0002fc0a	user_options->nvidia_spin_damp	100
TOP.591022d2.0002fc0a	user_options->opencl_info	0
TOP.591022d2.0002fc0a	user_options->opencl_vector_width	0
TOP.591022d2.0002fc0a	user_options->outfile_autohex	1
TOP.591022d2.0002fc0a	user_options->outfile_check_timer	5
TOP.591022d2.0002fc0a	user_options->outfile_format	3
TOP.591022d2.0002fc0a	user_options->potfile_disable	0
TOP.591022d2.0002fc0a	user_options->powertune_enable	0
TOP.591022d2.0002fc0a	user_options->quiet	1
TOP.591022d2.0002fc0a	user_options->remove	0
TOP.591022d2.0002fc0a	user_options->remove_timer	60
TOP.591022d2.0002fc0a	user_options->restore	0
TOP.591022d2.0002fc0a	user_options->restore_disable	1
TOP.591022d2.0002fc0a	user_options->restore_timer	60
TOP.591022d2.0002fc0a	user_options->rp_files_cnt	0
TOP.591022d2.0002fc0a	user_options->rp_gen	0
TOP.591022d2.0002fc0a	user_options->rp_gen_func_max	4
TOP.591022d2.0002fc0a	user_options->rp_gen_func_min	1
TOP.591022d2.0002fc0a	user_options->rp_gen_seed	0
TOP.591022d2.0002fc0a	user_options->runtime	0
TOP.591022d2.0002fc0a	user_options->scrypt_tmto	0
TOP.591022d2.0002fc0a	user_options->segment_size	33554432
TOP.591022d2.0002fc0a	user_options->show	1
TOP.591022d2.0002fc0a	user_options->status	0
TOP.591022d2.0002fc0a	user_options->status_timer	10
TOP.591022d2.0002fc0a	user_options->stdout_flag	0
TOP.591022d2.0002fc0a	user_options->speed_only	0
TOP.591022d2.0002fc0a	user_options->progress_only	0
TOP.591022d2.0002fc0a	user_options->usage	0
TOP.591022d2.0002fc0a	user_options->username	0
TOP.591022d2.0002fc0a	user_options->veracrypt_pim	0
TOP.591022d2.0002fc0a	user_options->version	0
TOP.591022d2.0002fc0a	user_options->weak_hash_threshold	0
TOP.591022d2.0002fc0a	user_options->workload_profile	2
TOP.591022d2.0002fc0a	proc_start	1494229714
TOP.591022d2.0002fc0a	proc_stop	1494229714
TOP.591022d2.0002fc0a	STOP
TOP.591022d8.00033083	START
TOP.591022d8.00033083	user_options->separator	:
TOP.591022d8.00033083	user_options->rule_buf_l	:
TOP.591022d8.00033083	user_options->rule_buf_r	:
TOP.591022d8.00033083	user_options->session	show
TOP.591022d8.00033083	user_options->limit	0
TOP.591022d8.00033083	user_options->skip	0
TOP.591022d8.00033083	user_options->attack_mode	100
TOP.591022d8.00033083	user_options->benchmark	0
TOP.591022d8.00033083	user_options->bitmap_max	24
TOP.591022d8.00033083	user_options->bitmap_min	16
TOP.591022d8.00033083	user_options->debug_mode	0
TOP.591022d8.00033083	user_options->force	0
TOP.591022d8.00033083	user_options->gpu_temp_abort	90
TOP.591022d8.00033083	user_options->gpu_temp_disable	0
TOP.591022d8.00033083	user_options->gpu_temp_retain	75
TOP.591022d8.00033083	user_options->hash_mode	0
TOP.591022d8.00033083	user_options->hex_charset	0
TOP.591022d8.00033083	user_options->hex_salt	0
TOP.591022d8.00033083	user_options->hex_wordlist	0
TOP.591022d8.00033083	user_options->increment	0
TOP.591022d8.00033083	user_options->increment_max	54
TOP.591022d8.00033083	user_options->increment_min	1
TOP.591022d8.00033083	user_options->keep_guessing	0
TOP.591022d8.00033083	user_options->kernel_accel	0
TOP.591022d8.00033083	user_options->kernel_loops	0
TOP.591022d8.00033083	user_options->keyspace	0
TOP.591022d8.00033083	user_options->left	0
TOP.591022d8.00033083	user_options->logfile_disable	0
TOP.591022d8.00033083	user_options->loopback	0
TOP.591022d8.00033083	user_options->machine_readable	0
TOP.591022d8.00033083	user_options->markov_classic	0
TOP.591022d8.00033083	user_options->markov_disable	0
TOP.591022d8.00033083	user_options->markov_threshold	256
TOP.591022d8.00033083	user_options->nvidia_spin_damp	100
TOP.591022d8.00033083	user_options->opencl_info	0
TOP.591022d8.00033083	user_options->opencl_vector_width	0
TOP.591022d8.00033083	user_options->outfile_autohex	1
TOP.591022d8.00033083	user_options->outfile_check_timer	5
TOP.591022d8.00033083	user_options->outfile_format	3
TOP.591022d8.00033083	user_options->potfile_disable	0
TOP.591022d8.00033083	user_options->powertune_enable	0
TOP.591022d8.00033083	user_options->quiet	1
TOP.591022d8.00033083	user_options->remove	0
TOP.591022d8.00033083	user_options->remove_timer	60
TOP.591022d8.00033083	user_options->restore	0
TOP.591022d8.00033083	user_options->restore_disable	1
TOP.591022d8.00033083	user_options->restore_timer	60
TOP.591022d8.00033083	user_options->rp_files_cnt	0
TOP.591022d8.00033083	user_options->rp_gen	0
TOP.591022d8.00033083	user_options->rp_gen_func_max	4
TOP.591022d8.00033083	user_options->rp_gen_func_min	1
TOP.591022d8.00033083	user_options->rp_gen_seed	0
TOP.591022d8.00033083	user_options->runtime	0
TOP.591022d8.00033083	user_options->scrypt_tmto	0
TOP.591022d8.00033083	user_options->segment_size	33554432
TOP.591022d8.00033083	user_options->show	1
TOP.591022d8.00033083	user_options->status	0
TOP.591022d8.00033083	user_options->status_timer	10
TOP.591022d8.00033083	user_options->stdout_flag	0
TOP.591022d8.00033083	user_options->speed_only	0
TOP.591022d8.00033083	user_options->progress_only	0
TOP.591022d8.00033083	user_options->usage	0
TOP.591022d8.00033083	user_options->username	0
TOP.591022d8.00033083	user_options->veracrypt_pim	0
TOP.591022d8.00033083	user_options->version	0
TOP.591022d8.00033083	user_options->weak_hash_threshold	0
TOP.591022d8.00033083	user_options->workload_profile	2
TOP.591022d8.00033083	proc_start	1494229720
TOP.591022d8.00033083	proc_stop	1494229720
TOP.591022d8.00033083	STOP
TOP.591022de.000d5cd9	START
TOP.591022de.000d5cd9	user_options->separator	:
TOP.591022de.000d5cd9	user_options->rule_buf_l	:
TOP.591022de.000d5cd9	user_options->rule_buf_r	:
TOP.591022de.000d5cd9	user_options->session	show
TOP.591022de.000d5cd9	user_options->limit	0
TOP.591022de.000d5cd9	user_options->skip	0
TOP.591022de.000d5cd9	user_options->attack_mode	100
TOP.591022de.000d5cd9	user_options->benchmark	0
TOP.591022de.000d5cd9	user_options->bitmap_max	24
TOP.591022de.000d5cd9	user_options->bitmap_min	16
TOP.591022de.000d5cd9	user_options->debug_mode	0
TOP.591022de.000d5cd9	user_options->force	0
TOP.591022de.000d5cd9	user_options->gpu_temp_abort	90
TOP.591022de.000d5cd9	user_options->gpu_temp_disable	0
TOP.591022de.000d5cd9	user_options->gpu_temp_retain	75
TOP.591022de.000d5cd9	user_options->hash_mode	0
TOP.591022de.000d5cd9	user_options->hex_charset	0
TOP.591022de.000d5cd9	user_options->hex_salt	0
TOP.591022de.000d5cd9	user_options->hex_wordlist	0
TOP.591022de.000d5cd9	user_options->increment	0
TOP.591022de.000d5cd9	user_options->increment_max	54
TOP.591022de.000d5cd9	user_options->increment_min	1
TOP.591022de.000d5cd9	user_options->keep_guessing	0
TOP.591022de.000d5cd9	user_options->kernel_accel	0
TOP.591022de.000d5cd9	user_options->kernel_loops	0
TOP.591022de.000d5cd9	user_options->keyspace	0
TOP.591022de.000d5cd9	user_options->left	0
TOP.591022de.000d5cd9	user_options->logfile_disable	0
TOP.591022de.000d5cd9	user_options->loopback	0
TOP.591022de.000d5cd9	user_options->machine_readable	0
TOP.591022de.000d5cd9	user_options->markov_classic	0
TOP.591022de.000d5cd9	user_options->markov_disable	0
TOP.591022de.000d5cd9	user_options->markov_threshold	256
TOP.591022de.000d5cd9	user_options->nvidia_spin_damp	100
TOP.591022de.000d5cd9	user_options->opencl_info	0
TOP.591022de.000d5cd9	user_options->opencl_vector_width	0
TOP.591022de.000d5cd9	user_options->outfile_autohex	1
TOP.591022de.000d5cd9	user_options->outfile_check_timer	5
TOP.591022de.000d5cd9	user_options->outfile_format	3
TOP.591022de.000d5cd9	user_options->potfile_disable	0
TOP.591022de.000d5cd9	user_options->powertune_enable	0
TOP.591022de.000d5cd9	user_options->quiet	1
TOP.591022de.000d5cd9	user_options->remove	0
TOP.591022de.000d5cd9	user_options->remove_timer	60
TOP.591022de.000d5cd9	user_options->restore	0
TOP.591022de.000d5cd9	user_options->restore_disable	1
TOP.591022de.000d5cd9	user_options->restore_timer	60
TOP.591022de.000d5cd9	user_options->rp_files_cnt	0
TOP.591022de.000d5cd9	user_options->rp_gen	0
TOP.591022de.000d5cd9	user_options->rp_gen_func_max	4
TOP.591022de.000d5cd9	user_options->rp_gen_func_min	1
TOP.591022de.000d5cd9	user_options->rp_gen_seed	0
TOP.591022de.000d5cd9	user_options->runtime	0
TOP.591022de.000d5cd9	user_options->scrypt_tmto	0
TOP.591022de.000d5cd9	user_options->segment_size	33554432
TOP.591022de.000d5cd9	user_options->show	1
TOP.591022de.000d5cd9	user_options->status	0
TOP.591022de.000d5cd9	user_options->status_timer	10
TOP.591022de.000d5cd9	user_options->stdout_flag	0
TOP.591022de.000d5cd9	user_options->speed_only	0
TOP.591022de.000d5cd9	user_options->progress_only	0
TOP.591022de.000d5cd9	user_options->usage	0
TOP.591022de.000d5cd9	user_options->username	0
TOP.591022de.000d5cd9	user_options->veracrypt_pim	0
TOP.591022de.000d5cd9	user_options->version	0
TOP.591022de.000d5cd9	user_options->weak_hash_threshold	0
TOP.591022de.000d5cd9	user_options->workload_profile	2
TOP.591022de.000d5cd9	proc_start	1494229726
TOP.591022de.000d5cd9	proc_stop	1494229726
TOP.591022de.000d5cd9	STOP
TOP.591022e5.00073afe	START
TOP.591022e5.00073afe	user_options->separator	:
TOP.591022e5.00073afe	user_options->rule_buf_l	:
TOP.591022e5.00073afe	user_options->rule_buf_r	:
TOP.591022e5.00073afe	user_options->session	show
TOP.591022e5.00073afe	user_options->limit	0
TOP.591022e5.00073afe	user_options->skip	0
TOP.591022e5.00073afe	user_options->attack_mode	100
TOP.591022e5.00073afe	user_options->benchmark	0
TOP.591022e5.00073afe	user_options->bitmap_max	24
TOP.591022e5.00073afe	user_options->bitmap_min	16
TOP.591022e5.00073afe	user_options->debug_mode	0
TOP.591022e5.00073afe	user_options->force	0
TOP.591022e5.00073afe	user_options->gpu_temp_abort	90
TOP.591022e5.00073afe	user_options->gpu_temp_disable	0
TOP.591022e5.00073afe	user_options->gpu_temp_retain	75
TOP.591022e5.00073afe	user_options->hash_mode	0
TOP.591022e5.00073afe	user_options->hex_charset	0
TOP.591022e5.00073afe	user_options->hex_salt	0
TOP.591022e5.00073afe	user_options->hex_wordlist	0
TOP.591022e5.00073afe	user_options->increment	0
TOP.591022e5.00073afe	user_options->increment_max	54
TOP.591022e5.00073afe	user_options->increment_min	1
TOP.591022e5.00073afe	user_options->keep_guessing	0
TOP.591022e5.00073afe	user_options->kernel_accel	0
TOP.591022e5.00073afe	user_options->kernel_loops	0
TOP.591022e5.00073afe	user_options->keyspace	0
TOP.591022e5.00073afe	user_options->left	0
TOP.591022e5.00073afe	user_options->logfile_disable	0
TOP.591022e5.00073afe	user_options->loopback	0
TOP.591022e5.00073afe	user_options->machine_readable	0
TOP.591022e5.00073afe	user_options->markov_classic	0
TOP.591022e5.00073afe	user_options->markov_disable	0
TOP.591022e5.00073afe	user_options->markov_threshold	256
TOP.591022e5.00073afe	user_options->nvidia_spin_damp	100
TOP.591022e5.00073afe	user_options->opencl_info	0
TOP.591022e5.00073afe	user_options->opencl_vector_width	0
TOP.591022e5.00073afe	user_options->outfile_autohex	1
TOP.591022e5.00073afe	user_options->outfile_check_timer	5
TOP.591022e5.00073afe	user_options->outfile_format	3
TOP.591022e5.00073afe	user_options->potfile_disable	0
TOP.591022e5.00073afe	user_options->powertune_enable	0
TOP.591022e5.00073afe	user_options->quiet	1
TOP.591022e5.00073afe	user_options->remove	0
TOP.591022e5.00073afe	user_options->remove_timer	60
TOP.591022e5.00073afe	user_options->restore	0
TOP.591022e5.00073afe	user_options->restore_disable	1
TOP.591022e5.00073afe	user_options->restore_timer	60
TOP.591022e5.00073afe	user_options->rp_files_cnt	0
TOP.591022e5.00073afe	user_options->rp_gen	0
TOP.591022e5.00073afe	user_options->rp_gen_func_max	4
TOP.591022e5.00073afe	user_options->rp_gen_func_min	1
TOP.591022e5.00073afe	user_options->rp_gen_seed	0
TOP.591022e5.00073afe	user_options->runtime	0
TOP.591022e5.00073afe	user_options->scrypt_tmto	0
TOP.591022e5.00073afe	user_options->segment_size	33554432
TOP.591022e5.00073afe	user_options->show	1
TOP.591022e5.00073afe	user_options->status	0
TOP.591022e5.00073afe	user_options->status_timer	10
TOP.591022e5.00073afe	user_options->stdout_flag	0
TOP.591022e5.00073afe	user_options->speed_only	0
TOP.591022e5.00073afe	user_options->progress_only	0
TOP.591022e5.00073afe	user_options->usage	0
TOP.591022e5.00073afe	user_options->username	0
TOP.591022e5.00073afe	user_options->veracrypt_pim	0
TOP.591022e5.00073afe	user_options->version	0
TOP.591022e5.00073afe	user_options->weak_hash_threshold	0
TOP.591022e5.00073afe	user_options->workload_profile	2
TOP.591022e5.00073afe	proc_start	1494229733
TOP.591022e5.00073afe	proc_stop	1494229733
TOP.591022e5.00073afe	STOP
TOP.59102565.000d9a7d	START
TOP.59102565.000d9a7d	user_options->separator	:
TOP.59102565.000d9a7d	user_options->rule_buf_l	:
TOP.59102565.000d9a7d	user_options->rule_buf_r	:
TOP.59102565.000d9a7d	user_options->session	show
TOP.59102565.000d9a7d	user_options->limit	0
TOP.59102565.000d9a7d	user_options->skip	0
TOP.59102565.000d9a7d	user_options->attack_mode	100
TOP.59102565.000d9a7d	user_options->benchmark	0
TOP.59102565.000d9a7d	user_options->bitmap_max	24
TOP.59102565.000d9a7d	user_options->bitmap_min	16
TOP.59102565.000d9a7d	user_options->debug_mode	0
TOP.59102565.000d9a7d	user_options->force	0
TOP.59102565.000d9a7d	user_options->gpu_temp_abort	90
TOP.59102565.000d9a7d	user_options->gpu_temp_disable	0
TOP.59102565.000d9a7d	user_options->gpu_temp_retain	75
TOP.59102565.000d9a7d	user_options->hash_mode	0
TOP.59102565.000d9a7d	user_options->hex_charset	0
TOP.59102565.000d9a7d	user_options->hex_salt	0
TOP.59102565.000d9a7d	user_options->hex_wordlist	0
TOP.59102565.000d9a7d	user_options->increment	0
TOP.59102565.000d9a7d	user_options->increment_max	54
TOP.59102565.000d9a7d	user_options->increment_min	1
TOP.59102565.000d9a7d	user_options->keep_guessing	0
TOP.59102565.000d9a7d	user_options->kernel_accel	0
TOP.59102565.000d9a7d	user_options->kernel_loops	0
TOP.59102565.000d9a7d	user_options->keyspace	0
TOP.59102565.000d9a7d	user_options->left	0
TOP.59102565.000d9a7d	user_options->logfile_disable	0
TOP.59102565.000d9a7d	user_options->loopback	0
TOP.59102565.000d9a7d	user_options->machine_readable	0
TOP.59102565.000d9a7d	user_options->markov_classic	0
TOP.59102565.000d9a7d	user_options->markov_disable	0
TOP.59102565.000d9a7d	user_options->markov_threshold	256
TOP.59102565.000d9a7d	user_options->nvidia_spin_damp	100
TOP.59102565.000d9a7d	user_options->opencl_info	0
TOP.59102565.000d9a7d	user_options->opencl_vector_width	0
TOP.59102565.000d9a7d	user_options->outfile_autohex	1
TOP.59102565.000d9a7d	user_options->outfile_check_timer	5
TOP.59102565.000d9a7d	user_options->outfile_format	3
TOP.59102565.000d9a7d	user_options->potfile_disable	0
TOP.59102565.000d9a7d	user_options->powertune_enable	0
TOP.59102565.000d9a7d	user_options->quiet	1
TOP.59102565.000d9a7d	user_options->remove	0
TOP.59102565.000d9a7d	user_options->remove_timer	60
TOP.59102565.000d9a7d	user_options->restore	0
TOP.59102565.000d9a7d	user_options->restore_disable	1
TOP.59102565.000d9a7d	user_options->restore_timer	60
TOP.59102565.000d9a7d	user_options->rp_files_cnt	0
TOP.59102565.000d9a7d	user_options->rp_gen	0
TOP.59102565.000d9a7d	user_options->rp_gen_func_max	4
TOP.59102565.000d9a7d	user_options->rp_gen_func_min	1
TOP.59102565.000d9a7d	user_options->rp_gen_seed	0
TOP.59102565.000d9a7d	user_options->runtime	0
TOP.59102565.000d9a7d	user_options->scrypt_tmto	0
TOP.59102565.000d9a7d	user_options->segment_size	33554432
TOP.59102565.000d9a7d	user_options->show	1
TOP.59102565.000d9a7d	user_options->status	0
TOP.59102565.000d9a7d	user_options->status_timer	10
TOP.59102565.000d9a7d	user_options->stdout_flag	0
TOP.59102565.000d9a7d	user_options->speed_only	0
TOP.59102565.000d9a7d	user_options->progress_only	0
TOP.59102565.000d9a7d	user_options->usage	0
TOP.59102565.000d9a7d	user_options->username	0
TOP.59102565.000d9a7d	user_options->veracrypt_pim	0
TOP.59102565.000d9a7d	user_options->version	0
TOP.59102565.000d9a7d	user_options->weak_hash_threshold	0
TOP.59102565.000d9a7d	user_options->workload_profile	2
TOP.59102565.000d9a7d	proc_start	1494230373
TOP.59102565.000d9a7d	proc_stop	1494230373
TOP.59102565.000d9a7d	STOP
TOP.59102657.00070a5f	START
TOP.59102657.00070a5f	user_options->separator	:
TOP.59102657.00070a5f	user_options->rule_buf_l	:
TOP.59102657.00070a5f	user_options->rule_buf_r	:
TOP.59102657.00070a5f	user_options->session	show
TOP.59102657.00070a5f	user_options->limit	0
TOP.59102657.00070a5f	user_options->skip	0
TOP.59102657.00070a5f	user_options->attack_mode	100
TOP.59102657.00070a5f	user_options->benchmark	0
TOP.59102657.00070a5f	user_options->bitmap_max	24
TOP.59102657.00070a5f	user_options->bitmap_min	16
TOP.59102657.00070a5f	user_options->debug_mode	0
TOP.59102657.00070a5f	user_options->force	0
TOP.59102657.00070a5f	user_options->gpu_temp_abort	90
TOP.59102657.00070a5f	user_options->gpu_temp_disable	0
TOP.59102657.00070a5f	user_options->gpu_temp_retain	75
TOP.59102657.00070a5f	user_options->hash_mode	0
TOP.59102657.00070a5f	user_options->hex_charset	0
TOP.59102657.00070a5f	user_options->hex_salt	0
TOP.59102657.00070a5f	user_options->hex_wordlist	0
TOP.59102657.00070a5f	user_options->increment	0
TOP.59102657.00070a5f	user_options->increment_max	54
TOP.59102657.00070a5f	user_options->increment_min	1
TOP.59102657.00070a5f	user_options->keep_guessing	0
TOP.59102657.00070a5f	user_options->kernel_accel	0
TOP.59102657.00070a5f	user_options->kernel_loops	0
TOP.59102657.00070a5f	user_options->keyspace	0
TOP.59102657.00070a5f	user_options->left	0
TOP.59102657.00070a5f	user_options->logfile_disable	0
TOP.59102657.00070a5f	user_options->loopback	0
TOP.59102657.00070a5f	user_options->machine_readable	0
TOP.59102657.00070a5f	user_options->markov_classic	0
TOP.59102657.00070a5f	user_options->markov_disable	0
TOP.59102657.00070a5f	user_options->markov_threshold	256
TOP.59102657.00070a5f	user_options->nvidia_spin_damp	100
TOP.59102657.00070a5f	user_options->opencl_info	0
TOP.59102657.00070a5f	user_options->opencl_vector_width	0
TOP.59102657.00070a5f	user_options->outfile_autohex	1
TOP.59102657.00070a5f	user_options->outfile_check_timer	5
TOP.59102657.00070a5f	user_options->outfile_format	3
TOP.59102657.00070a5f	user_options->potfile_disable	0
TOP.59102657.00070a5f	user_options->powertune_enable	0
TOP.59102657.00070a5f	user_options->quiet	1
TOP.59102657.00070a5f	user_options->remove	0
TOP.59102657.00070a5f	user_options->remove_timer	60
TOP.59102657.00070a5f	user_options->restore	0
TOP.59102657.00070a5f	user_options->restore_disable	1
TOP.59102657.00070a5f	user_options->restore_timer	60
TOP.59102657.00070a5f	user_options->rp_files_cnt	0
TOP.59102657.00070a5f	user_options->rp_gen	0
TOP.59102657.00070a5f	user_options->rp_gen_func_max	4
TOP.59102657.00070a5f	user_options->rp_gen_func_min	1
TOP.59102657.00070a5f	user_options->rp_gen_seed	0
TOP.59102657.00070a5f	user_options->runtime	0
TOP.59102657.00070a5f	user_options->scrypt_tmto	0
TOP.59102657.00070a5f	user_options->segment_size	33554432
TOP.59102657.00070a5f	user_options->show	1
TOP.59102657.00070a5f	user_options->status	0
TOP.59102657.00070a5f	user_options->status_timer	10
TOP.59102657.00070a5f	user_options->stdout_flag	0
TOP.59102657.00070a5f	user_options->speed_only	0
TOP.59102657.00070a5f	user_options->progress_only	0
TOP.59102657.00070a5f	user_options->usage	0
TOP.59102657.00070a5f	user_options->username	0
TOP.59102657.00070a5f	user_options->veracrypt_pim	0
TOP.59102657.00070a5f	user_options->version	0
TOP.59102657.00070a5f	user_options->weak_hash_threshold	0
TOP.59102657.00070a5f	user_options->workload_profile	2
TOP.59102657.00070a5f	proc_start	1494230615
TOP.59102657.00070a5f	proc_stop	1494230615
TOP.59102657.00070a5f	STOP
TOP.5910266b.00088c67	START
TOP.5910266b.00088c67	user_options->separator	:
TOP.5910266b.00088c67	user_options->rule_buf_l	:
TOP.5910266b.00088c67	user_options->rule_buf_r	:
TOP.5910266b.00088c67	user_options->session	show
TOP.5910266b.00088c67	user_options->limit	0
TOP.5910266b.00088c67	user_options->skip	0
TOP.5910266b.00088c67	user_options->attack_mode	100
TOP.5910266b.00088c67	user_options->benchmark	0
TOP.5910266b.00088c67	user_options->bitmap_max	24
TOP.5910266b.00088c67	user_options->bitmap_min	16
TOP.5910266b.00088c67	user_options->debug_mode	0
TOP.5910266b.00088c67	user_options->force	0
TOP.5910266b.00088c67	user_options->gpu_temp_abort	90
TOP.5910266b.00088c67	user_options->gpu_temp_disable	0
TOP.5910266b.00088c67	user_options->gpu_temp_retain	75
TOP.5910266b.00088c67	user_options->hash_mode	0
TOP.5910266b.00088c67	user_options->hex_charset	0
TOP.5910266b.00088c67	user_options->hex_salt	0
TOP.5910266b.00088c67	user_options->hex_wordlist	0
TOP.5910266b.00088c67	user_options->increment	0
TOP.5910266b.00088c67	user_options->increment_max	54
TOP.5910266b.00088c67	user_options->increment_min	1
TOP.5910266b.00088c67	user_options->keep_guessing	0
TOP.5910266b.00088c67	user_options->kernel_accel	0
TOP.5910266b.00088c67	user_options->kernel_loops	0
TOP.5910266b.00088c67	user_options->keyspace	0
TOP.5910266b.00088c67	user_options->left	0
TOP.5910266b.00088c67	user_options->logfile_disable	0
TOP.5910266b.00088c67	user_options->loopback	0
TOP.5910266b.00088c67	user_options->machine_readable	0
TOP.5910266b.00088c67	user_options->markov_classic	0
TOP.5910266b.00088c67	user_options->markov_disable	0
TOP.5910266b.00088c67	user_options->markov_threshold	256
TOP.5910266b.00088c67	user_options->nvidia_spin_damp	100
TOP.5910266b.00088c67	user_options->opencl_info	0
TOP.5910266b.00088c67	user_options->opencl_vector_width	0
TOP.5910266b.00088c67	user_options->outfile_autohex	1
TOP.5910266b.00088c67	user_options->outfile_check_timer	5
TOP.5910266b.00088c67	user_options->outfile_format	3
TOP.5910266b.00088c67	user_options->potfile_disable	0
TOP.5910266b.00088c67	user_options->powertune_enable	0
TOP.5910266b.00088c67	user_options->quiet	1
TOP.5910266b.00088c67	user_options->remove	0
TOP.5910266b.00088c67	user_options->remove_timer	60
TOP.5910266b.00088c67	user_options->restore	0
TOP.5910266b.00088c67	user_options->restore_disable	1
TOP.5910266b.00088c67	user_options->restore_timer	60
TOP.5910266b.00088c67	user_options->rp_files_cnt	0
TOP.5910266b.00088c67	user_options->rp_gen	0
TOP.5910266b.00088c67	user_options->rp_gen_func_max	4
TOP.5910266b.00088c67	user_options->rp_gen_func_min	1
TOP.5910266b.00088c67	user_options->rp_gen_seed	0
TOP.5910266b.00088c67	user_options->runtime	0
TOP.5910266b.00088c67	user_options->scrypt_tmto	0
TOP.5910266b.00088c67	user_options->segment_size	33554432
TOP.5910266b.00088c67	user_options->show	1
TOP.5910266b.00088c67	user_options->status	0
TOP.5910266b.00088c67	user_options->status_timer	10
TOP.5910266b.00088c67	user_options->stdout_flag	0
TOP.5910266b.00088c67	user_options->speed_only	0
TOP.5910266b.00088c67	user_options->progress_only	0
TOP.5910266b.00088c67	user_options->usage	0
TOP.5910266b.00088c67	user_options->username	0
TOP.5910266b.00088c67	user_options->veracrypt_pim	0
TOP.5910266b.00088c67	user_options->version	0
TOP.5910266b.00088c67	user_options->weak_hash_threshold	0
TOP.5910266b.00088c67	user_options->workload_profile	2
TOP.5910266b.00088c67	proc_start	1494230635
TOP.5910266b.00088c67	proc_stop	1494230635
TOP.5910266b.00088c67	STOP
TOP.591026ac.000e2432	START
TOP.591026ac.000e2432	user_options->separator	:
TOP.591026ac.000e2432	user_options->rule_buf_l	:
TOP.591026ac.000e2432	user_options->rule_buf_r	:
TOP.591026ac.000e2432	user_options->session	show
TOP.591026ac.000e2432	user_options->limit	0
TOP.591026ac.000e2432	user_options->skip	0
TOP.591026ac.000e2432	user_options->attack_mode	100
